,ID,round,chef_order,chef_task,chef_left_ticks,sou_chef_order,sou_chef_task,sou_chef_left_ticks,server_order,server_task,server_left_ticks,ticks,order0_task0,order0_task1,order0_task2,order1_task0,order1_task1,order1_task2,order2_task0,order2_task1,order2_task2,order3_task0,order3_task1,order3_task2
18,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,6.0,,,,18,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
19,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,5.0,,,,19,finished,finished,finished,finished,sou_chef,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
20,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,4.0,2.0,0.0,3.0,20,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
21,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,3.0,2.0,0.0,2.0,21,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
22,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,2.0,2.0,0.0,1.0,22,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
23,R_1LCFQFbDS8xKfrb,round_3_states,,,,1.0,1.0,1.0,,,,23,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
24,R_1LCFQFbDS8xKfrb,round_3_states,,,,,,,3.0,0.0,3.0,24,finished,finished,finished,finished,finished,available,finished,available,unavailable,server,unavailable,unavailable
25,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,8.0,3.0,0.0,2.0,25,finished,finished,finished,finished,finished,available,finished,sou_chef,unavailable,server,unavailable,unavailable
26,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,7.0,3.0,0.0,1.0,26,finished,finished,finished,finished,finished,available,finished,sou_chef,unavailable,server,unavailable,unavailable
27,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,6.0,,,,27,finished,finished,finished,finished,finished,available,finished,sou_chef,unavailable,finished,available,unavailable
28,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,5.0,1.0,2.0,1.0,28,finished,finished,finished,finished,finished,server,finished,sou_chef,unavailable,finished,available,unavailable
29,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,4.0,,,,29,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
30,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,3.0,,,,30,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
31,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,2.0,,,,31,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
32,R_1LCFQFbDS8xKfrb,round_3_states,,,,2.0,1.0,1.0,,,,32,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
33,R_1LCFQFbDS8xKfrb,round_3_states,,,,,,,,,,33,finished,finished,finished,finished,finished,finished,finished,finished,available,finished,available,unavailable
34,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,8.0,2.0,2.0,1.0,34,finished,finished,finished,finished,finished,finished,finished,finished,server,finished,sou_chef,unavailable
35,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,7.0,,,,35,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
36,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,6.0,,,,36,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
37,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,5.0,,,,37,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
38,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,4.0,,,,38,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
39,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,3.0,,,,39,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
40,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,2.0,,,,40,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
41,R_1LCFQFbDS8xKfrb,round_3_states,,,,3.0,1.0,1.0,,,,41,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
42,R_1LCFQFbDS8xKfrb,round_3_states,,,,,,,,,,42,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available
0,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,0.0,2.0,1.0,0.0,3.0,1,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,0.0,1.0,1.0,0.0,2.0,2,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,1.0,0.0,1.0,3,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,8.0,,,,4,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,7.0,1.0,1.0,12.0,5,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
6,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,6.0,1.0,1.0,11.0,6,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
7,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,5.0,1.0,1.0,10.0,7,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
8,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,4.0,1.0,1.0,9.0,8,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
9,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,3.0,1.0,1.0,8.0,9,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
10,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,2.0,1.0,1.0,7.0,10,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
11,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,1.0,1.0,1.0,1.0,6.0,11,finished,sou_chef,unavailable,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
12,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,1.0,1.0,5.0,12,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
13,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,2.0,2.0,1.0,1.0,4.0,13,finished,finished,sou_chef,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
14,R_1DIKJ0SV6M115U7,round_3_states,,,,0.0,2.0,1.0,1.0,1.0,3.0,14,finished,finished,sou_chef,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
15,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,1.0,1.0,2.0,15,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
16,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,1.0,1.0,1.0,16,finished,finished,finished,finished,server,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
17,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,,,,17,finished,finished,finished,finished,finished,available,available,unavailable,unavailable,available,unavailable,unavailable
18,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,0.0,2.0,1.0,2.0,1.0,18,finished,finished,finished,finished,finished,server,sou_chef,unavailable,unavailable,available,unavailable,unavailable
19,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,0.0,1.0,,,,19,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,unavailable,available,unavailable,unavailable
20,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,,,,20,finished,finished,finished,finished,finished,finished,finished,available,unavailable,available,unavailable,unavailable
21,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,8.0,3.0,0.0,3.0,21,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable
22,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,7.0,3.0,0.0,2.0,22,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable
23,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,6.0,3.0,0.0,1.0,23,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,server,unavailable,unavailable
24,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,5.0,,,,24,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
25,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,4.0,,,,25,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
26,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,3.0,,,,26,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
27,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,2.0,,,,27,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,available,unavailable
28,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,1.0,1.0,3.0,1.0,12.0,28,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable,finished,server,unavailable
29,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,11.0,29,finished,finished,finished,finished,finished,finished,finished,finished,available,finished,server,unavailable
30,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,10.0,30,finished,finished,finished,finished,finished,finished,finished,finished,available,finished,server,unavailable
31,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,2.0,2.0,3.0,1.0,9.0,31,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,finished,server,unavailable
32,R_1DIKJ0SV6M115U7,round_3_states,,,,2.0,2.0,1.0,3.0,1.0,8.0,32,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,finished,server,unavailable
33,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,7.0,33,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
34,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,6.0,34,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
35,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,5.0,35,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
36,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,4.0,36,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
37,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,3.0,37,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
38,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,2.0,38,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
39,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,3.0,1.0,1.0,39,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,server,unavailable
40,R_1DIKJ0SV6M115U7,round_3_states,,,,,,,,,,40,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available
41,R_1DIKJ0SV6M115U7,round_3_states,,,,3.0,2.0,2.0,,,,41,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef
0,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,0.0,2.0,1.0,0.0,3.0,1,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,0.0,1.0,1.0,0.0,2.0,2,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,1.0,0.0,1.0,3,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,8.0,,,,4,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,7.0,2.0,0.0,3.0,5,finished,sou_chef,unavailable,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
6,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,6.0,2.0,0.0,2.0,6,finished,sou_chef,unavailable,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
7,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,5.0,2.0,0.0,1.0,7,finished,sou_chef,unavailable,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
8,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,4.0,,,,8,finished,sou_chef,unavailable,finished,available,unavailable,finished,available,unavailable,available,unavailable,unavailable
9,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,3.0,1.0,1.0,12.0,9,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
10,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,2.0,1.0,1.0,11.0,10,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
11,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,1.0,1.0,1.0,1.0,10.0,11,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
12,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,1.0,1.0,9.0,12,finished,finished,available,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
13,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,8.0,1.0,1.0,8.0,13,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
14,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,7.0,1.0,1.0,7.0,14,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
15,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,6.0,1.0,1.0,6.0,15,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
16,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,5.0,1.0,1.0,5.0,16,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
17,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,4.0,1.0,1.0,4.0,17,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
18,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,3.0,1.0,1.0,3.0,18,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
19,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,2.0,1.0,1.0,2.0,19,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
20,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,1.0,1.0,1.0,1.0,1.0,20,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable
21,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,,,,21,finished,finished,available,finished,finished,available,finished,finished,available,available,unavailable,unavailable
22,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,2.0,2.0,1.0,2.0,1.0,22,finished,finished,sou_chef,finished,finished,server,finished,finished,available,available,unavailable,unavailable
23,R_8l7UF8b8DosHO6t,round_3_states,,,,0.0,2.0,1.0,,,,23,finished,finished,sou_chef,finished,finished,finished,finished,finished,available,available,unavailable,unavailable
24,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,3.0,0.0,3.0,24,finished,finished,finished,finished,finished,finished,finished,finished,available,server,unavailable,unavailable
25,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,2.0,2.0,3.0,0.0,2.0,25,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,server,unavailable,unavailable
26,R_8l7UF8b8DosHO6t,round_3_states,,,,2.0,2.0,1.0,3.0,0.0,1.0,26,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,server,unavailable,unavailable
27,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,,,,27,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available,unavailable
28,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,8.0,,,,28,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
29,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,7.0,,,,29,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
30,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,6.0,,,,30,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
31,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,5.0,,,,31,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
32,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,4.0,,,,32,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
33,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,3.0,,,,33,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
34,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,2.0,,,,34,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
35,R_8l7UF8b8DosHO6t,round_3_states,,,,3.0,1.0,1.0,,,,35,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef,unavailable
36,R_8l7UF8b8DosHO6t,round_3_states,,,,,,,,,,36,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,available
0,R_333JjFhpLuGjaej,round_3_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_333JjFhpLuGjaej,round_3_states,,,,0.0,0.0,2.0,1.0,0.0,3.0,1,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_333JjFhpLuGjaej,round_3_states,,,,0.0,0.0,1.0,1.0,0.0,2.0,2,sou_chef,unavailable,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_333JjFhpLuGjaej,round_3_states,,,,,,,1.0,0.0,1.0,3,finished,available,unavailable,server,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_333JjFhpLuGjaej,round_3_states,,,,,,,,,,4,finished,available,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_333JjFhpLuGjaej,round_3_states,,,,2.0,0.0,2.0,1.0,1.0,12.0,5,finished,available,unavailable,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
6,R_333JjFhpLuGjaej,round_3_states,,,,2.0,0.0,1.0,1.0,1.0,11.0,6,finished,available,unavailable,finished,server,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable
7,R_333JjFhpLuGjaej,round_3_states,,,,,,,1.0,1.0,10.0,7,finished,available,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
8,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,8.0,1.0,1.0,9.0,8,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
9,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,7.0,1.0,1.0,8.0,9,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
10,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,6.0,1.0,1.0,7.0,10,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
11,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,5.0,1.0,1.0,6.0,11,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
12,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,4.0,1.0,1.0,5.0,12,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
13,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,3.0,1.0,1.0,4.0,13,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
14,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,2.0,1.0,1.0,3.0,14,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
15,R_333JjFhpLuGjaej,round_3_states,,,,0.0,1.0,1.0,1.0,1.0,2.0,15,finished,sou_chef,unavailable,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
16,R_333JjFhpLuGjaej,round_3_states,,,,,,,1.0,1.0,1.0,16,finished,finished,available,finished,server,unavailable,finished,available,unavailable,available,unavailable,unavailable
17,R_333JjFhpLuGjaej,round_3_states,,,,0.0,2.0,2.0,,,,17,finished,finished,sou_chef,finished,finished,available,finished,available,unavailable,available,unavailable,unavailable
18,R_333JjFhpLuGjaej,round_3_states,,,,0.0,2.0,1.0,2.0,1.0,12.0,18,finished,finished,sou_chef,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable
19,R_333JjFhpLuGjaej,round_3_states,,,,,,,2.0,1.0,11.0,19,finished,finished,finished,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable
20,R_333JjFhpLuGjaej,round_3_states,,,,,,,2.0,1.0,10.0,20,finished,finished,finished,finished,finished,available,finished,server,unavailable,available,unavailable,unavailable
21,R_333JjFhpLuGjaej,round_3_states,,,,3.0,0.0,2.0,2.0,1.0,9.0,21,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
22,R_333JjFhpLuGjaej,round_3_states,,,,3.0,0.0,1.0,2.0,1.0,8.0,22,finished,finished,finished,finished,finished,available,finished,server,unavailable,sou_chef,unavailable,unavailable
23,R_333JjFhpLuGjaej,round_3_states,,,,,,,2.0,1.0,7.0,23,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,available,unavailable
24,R_333JjFhpLuGjaej,round_3_states,,,,,,,2.0,1.0,6.0,24,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,available,unavailable
25,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,8.0,2.0,1.0,5.0,25,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
26,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,7.0,2.0,1.0,4.0,26,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
27,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,6.0,2.0,1.0,3.0,27,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
28,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,5.0,2.0,1.0,2.0,28,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
29,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,4.0,2.0,1.0,1.0,29,finished,finished,finished,finished,finished,available,finished,server,unavailable,finished,sou_chef,unavailable
30,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,3.0,,,,30,finished,finished,finished,finished,finished,available,finished,finished,available,finished,sou_chef,unavailable
31,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,2.0,2.0,2.0,1.0,31,finished,finished,finished,finished,finished,available,finished,finished,server,finished,sou_chef,unavailable
32,R_333JjFhpLuGjaej,round_3_states,,,,3.0,1.0,1.0,,,,32,finished,finished,finished,finished,finished,available,finished,finished,finished,finished,sou_chef,unavailable
33,R_333JjFhpLuGjaej,round_3_states,,,,,,,1.0,2.0,1.0,33,finished,finished,finished,finished,finished,server,finished,finished,finished,finished,finished,available
34,R_333JjFhpLuGjaej,round_3_states,,,,3.0,2.0,2.0,,,,34,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,finished,sou_chef
0,R_22D2Udo8UCweSWo,round_3_states,,,,,,,,,,0,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
1,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,0.0,2.0,0.0,0.0,3.0,1,server,unavailable,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
2,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,0.0,1.0,0.0,0.0,2.0,2,server,unavailable,unavailable,sou_chef,unavailable,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
3,R_22D2Udo8UCweSWo,round_3_states,,,,,,,0.0,0.0,1.0,3,server,unavailable,unavailable,finished,available,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
4,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,8.0,,,,4,finished,available,unavailable,finished,sou_chef,unavailable,available,unavailable,unavailable,available,unavailable,unavailable
5,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,7.0,2.0,0.0,3.0,5,finished,available,unavailable,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
6,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,6.0,2.0,0.0,2.0,6,finished,available,unavailable,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
7,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,5.0,2.0,0.0,1.0,7,finished,available,unavailable,finished,sou_chef,unavailable,server,unavailable,unavailable,available,unavailable,unavailable
8,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,4.0,,,,8,finished,available,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
9,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,3.0,0.0,1.0,12.0,9,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
10,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,2.0,0.0,1.0,11.0,10,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
11,R_22D2Udo8UCweSWo,round_3_states,,,,1.0,1.0,1.0,0.0,1.0,10.0,11,finished,server,unavailable,finished,sou_chef,unavailable,finished,available,unavailable,available,unavailable,unavailable
